markdown_content,index_in_notebook,author_name,notebook_title,markdown_key
"['### <span id=""12""></span> ** LightGBM **']",12,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m12
"['## <span id=""13""></span> ** 5. Submission **']",13,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m13
"['<b><font color=""red"">Don\'t forget to </font></b> <b><font color=""green"">UPVOTE </font></b> if you liked this kernel, thank you. 🙂👍']",14,tolgahancepel,lightgbm-single-model-and-feature-engineering,tolgahancepel_lightgbm-single-model-and-feature-engineering_m14
"['In this kernel I want to make an univariate analysis of Vxxx features. looking ahead, I think that these features are very important for fraud detection, because they give us a lot of information which transaction is fraudent and which is not, and using these features we can, theoretically, reduce our false negatives and false positives rate. Also they give us a lot of insights about feeature selection.\n', '\n', 'We do not know, what these features means, only information we have is:\n', '\n', 'Vxxx: Vesta engineered rich features, including ranking, counting, and other entity relations.']",0,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m0
"['Vast ammount of features in datasets have a lot of null values, up to 86%.']",1,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m1
"['We can see something interesting here - our features have very small numbers in first, second and third quartiles, but maximum value on contrary is very high.\n', '\n', ""Also it seems like some features are binary (V1 for example), some looks like ordinal (V2) and some looks like numeric (V126), let's try to divide features by groups.""]",2,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m2
"['Now we can start plotting.\n', '\n', ""First - binary features (bars in plots ordered by fraud rate), I'll create function to plot categorical features with fraud rate.""]",3,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m3
"['Looking ahead, I want to plot fraud rates for different values of features.']",4,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m4
"['We can see that values for our binary features have very similar fraud rates.\n', '\n', ""Let's return to plotting""]",5,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m5
"[""Let's look at counts:""]",6,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m6
['0 values (2 for V305 feature) of binary features have very small ammount of transactions - less than 0.1% and fraud rate of these transacions is less than 0.1% or equal to 0.'],7,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m7
"['Next step - Ordinal features.\n', '\n', ""We have 257 ordinal features in dataset, i'll plot them by small groups and make some preparations for aesthetic purposes.\n"", '\n', 'First, I want to divide them by number of values, if feature have more than 20 unique values - it goes to long_ordinal list, else - to short_ordinal list.']",8,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m8
"[""Let's look at fraud rates.""]",9,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m9
"[""6, 3, 4, 2, 5, 7, 8, 9 values don't give us much information, but we can see that a lot of features have fraud rate close to 0 at Null values, as 1 and 0 values.\n"", '\n', 'On contrary: 15, 24, 23, 17, 16, 18, 19 values have features with fraud rate equal to 1.\n', '\n', ""It's a pity that we can't make such plot for long_ordinal, it's too computational expensive and even if we will have unlimited computational resourses, all we got is mess.\n"", '\n', 'So, I want to use different approach for these features.']",10,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m10
"[""Now let's return to the routine and make plots for ordinal features.\n"", '\n', 'When I worked on this part, I faced with a problem, when such number of plots just crashed my kernel, so I decided to save plots in .png fomat and show them here as pictures.\n', '\n', ""Also, I'm including code for plots in comments.""]",11,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m11
['We can see something interesting here. Almost every feature in short_ordinal have a fraud peaks on some value for example V17 and V18 have 6 values with 100% fraud rate. Also every feature have values which fraud rate close or equal to zero.'],12,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m12
"['Similar situation here, we can easily see which walues give us 100% or 0% fraud rates.\n', '\n', ""Next - numeric features. I'll use log1p transformed distribution plots to see fraud and non fraud peaks.""]",13,trolukovich,vxxx-features-eda,trolukovich_vxxx-features-eda_m13
"[""Let's take a look how similar train and test sets are.""]",0,tunguz,adversarial-ieee,tunguz_adversarial-ieee_m0
"[""Whoa, that's a pretty significant AUC!  0.999996 adverserial AUC is the biggest one I've ever come across. I first thought I might be making a mistake, but re-run this script several times, and don't seem to find any bugs in it. But I am open to criticims/suggestions.\n"", '\n', 'Let\'s look now at the top 20 ""adversarial"" features.']",1,tunguz,adversarial-ieee,tunguz_adversarial-ieee_m1
"['Seems that transaction date is the main ""culprit"".\n', '\n', ""Let's see what happens when we remove time stamp.""]",2,tunguz,adversarial-ieee,tunguz_adversarial-ieee_m2
"[""At 0.90 the AUC has improved, but it's still really high.""]",3,tunguz,adversarial-ieee,tunguz_adversarial-ieee_m3
['To be continued ...'],4,tunguz,adversarial-ieee,tunguz_adversarial-ieee_m4
"['**THIS KERNAL IS BLEND OF **\n', 'So awesome kernels present Right now \n', '\n', '**vote if you love blend**\n', '\n', '1. https://www.kaggle.com/raghaw/ensemble-on-fire {already blended}\n', '2. https://www.kaggle.com/vincentlugat/ieee-lgb-bayesian-opt/output {lgb+bayesian}\n', '3. https://www.kaggle.com/ryches/keras-nn-starter-w-time-series-split/output {Keras NN}\n', '4. https://www.kaggle.com/timon88/lgbm-baseline-small-fe-no-blend/output {lgbm+fe}']",0,vaishvik25,ensemble,vaishvik25_ensemble_m0
"['## phase 1 [Ensemble]\n', '\n', '\n']",1,vaishvik25,ensemble,vaishvik25_ensemble_m1
['**Hist Graph of scores**'],2,vaishvik25,ensemble,vaishvik25_ensemble_m2
"['## phase 2 [Stacking]\n', '\n']",3,vaishvik25,ensemble,vaishvik25_ensemble_m3
"['**submission_p2_1.csv tops the chart**\n', '**vote if you love blend**']",4,vaishvik25,ensemble,vaishvik25_ensemble_m4
"[' ## <div style=""text-align: left"">Simple EDA IEEE : Vesta Fraud Data </div> \n', '\n', '![](https://cdn1.imggmi.com/uploads/2019/8/7/884ef7fecc277f2c58396ed766d3d569-full.png)\n', '\n', '<br>\n', '<div style=""text-align: left"">\n', 'Vesta Corporation provided the dataset for this competition. Vesta Corporation is the forerunner in guaranteed e-commerce payment solutions. Founded in 1995, Vesta pioneered the process of fully guaranteed card-not-present (CNP) payment transactions for the telecommunications industry. Since then, Vesta has firmly expanded data science and machine learning capabilities across the globe and solidified its position as the leader in guaranteed ecommerce payments. Today, Vesta guarantees more than $18B in transactions annually.\n', '\n', ""In this competition, you’ll benchmark machine learning models on a challenging large-scale dataset. The data comes from Vesta's real-world e-commerce transactions and contains a wide range of features from device type to product features. You also have the opportunity to create new features to improve your results.</div>""]",0,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m0
"['# Distribution plots of features\n', '\n', '-999 value is injected for Nan values']",1,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m1
['## Card 1-6'],2,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m2
['## C 1-14'],3,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m3
['## D 1-15'],4,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m4
['## M 1-9'],5,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m5
['## ID 1-38'],6,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m6
['## Other '],7,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m7
"[' # What is Correlation?\n', '\n', 'Variables within a dataset can be related for lots of reasons.\n', '\n', 'For example:\n', '\n', '* One variable could cause or depend on the values of another variable.\n', '* One variable could be lightly associated with another variable.\n', '* Two variables could depend on a third unknown variable.\n', '\n', 'It can be useful in data analysis and modeling to better understand the relationships between variables. The statistical relationship between two variables is referred to as their correlation.\n', '\n', 'A correlation could be positive, meaning both variables move in the same direction, or negative, meaning that when one variable’s value increases, the other variables’ values decrease. Correlation can also be neural or zero, meaning that the variables are unrelated.\n', '\n', '1. > **Positive Correlation:** both variables change in the same direction.\n', '2. > **Neutral Correlation:** No relationship in the change of the variables.\n', '3. > **Negative Correlation:** variables change in opposite directions.\n', '\n', 'The performance of some algorithms can deteriorate if two or more variables are tightly related, called multicollinearity. An example is linear regression, where one of the offending correlated variables should be removed in order to improve the skill of the model.\n', '\n', 'We may also be interested in the correlation between input variables with the output variable in order provide insight into which variables may or may not be relevant as input for developing a model.\n', '\n', 'The structure of the relationship may be known, e.g. it may be linear, or we may have no idea whether a relationship exists between two variables or what structure it may take. Depending what is known about the relationship and the distribution of the variables, different correlation scores can be calculated.\n', '\n']",8,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m8
['## Card 1-6'],9,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m9
['## C 1-14'],10,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m10
['## D 1-15'],11,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m11
['## M 1-9'],12,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m12
['## V 1-50'],13,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m13
['## V 51-100'],14,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m14
['## V 101-150'],15,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m15
['## V 151-200'],16,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m16
['## V 201-250'],17,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m17
['## V 251-300'],18,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m18
['## V 301-339'],19,vaishvik25,ieee-exploratory-data-analysis,vaishvik25_ieee-exploratory-data-analysis_m19
